year,month,day,hour,minute,lat,lon,intensity,size,distance,Storm_NosyBe_1h,Storm_NosyBe_3h
2004,1,19,23,0,-14.7663,47.5557,551,612,54.56,0,0
2004,1,19,23,15,-14.7645,47.5037,581,1089,55.01,0,0
2004,1,19,23,30,-14.7951,47.5146,569,1620,55.9,0,0
2004,1,20,0,15,-14.1063,47.6774,233,144,31.91,0,0
2004,1,20,4,45,-13.3498,47.5228,465,711,15.13,0,1
2004,1,20,5,0,-13.3498,47.5228,493,1449,15.13,0,1
2004,1,20,5,30,-13.3932,47.9466,405,2727,7.62,0,1
2004,1,20,5,45,-13.3612,47.8842,411,3267,8.25,1,1
2004,1,20,6,0,-13.3596,47.8326,411,3879,9.22,1,0
2004,1,20,6,15,-13.3276,47.7705,414,4257,10.05,1,0
2004,1,20,6,30,-13.2654,47.699,389,4464,11.05,1,0
2004,1,20,6,45,-13.2867,48.3766,221,4608,2.24,1,0
2004,1,21,10,30,-14.7116,50.3068,205,117,52.15,0,0
2004,1,21,10,45,-14.6807,50.2943,223,945,51.31,0,0
2004,1,21,11,0,-14.619,50.2692,230,270,49.65,0,0
2004,1,21,11,15,-14.5574,50.2443,198,306,48.01,0,0
2004,1,21,11,30,-14.4957,50.2195,175,2466,46.4,0,0
2004,1,21,11,45,-14.4342,50.1951,171,585,44.82,0,0
2004,1,21,12,15,-14.1093,48.6664,325,8154,26.08,0,0
2004,1,21,12,30,-14.014,48.5264,315,702,23,0,0
2004,1,21,12,45,-13.9818,48.4626,330,837,22.02,0,0
2004,1,21,13,0,-13.9853,48.5686,288,819,22.02,0,0
2004,1,21,13,15,-13.9242,48.5465,231,729,20.02,0,0
2004,1,21,13,30,-13.8293,48.4083,162,729,17.03,0,0
2004,1,21,13,45,-13.7987,48.3973,145,2448,16.03,0,0
2004,1,21,14,0,-13.7665,48.3336,173,1674,15.13,0,0
2004,1,21,14,15,-13.7361,48.3231,171,2601,14.14,0,0
2004,1,21,14,30,-13.7056,48.3125,146,1368,13.15,0,0
2004,1,21,15,0,-13.643,48.2386,107,558,11.4,0,0
2004,1,21,21,45,-13.2003,50.3888,291,17478,40.45,0,0
2004,1,21,22,0,-13.1393,50.3666,265,18783,40.79,0,0
2004,1,21,22,15,-13.0801,50.4004,205,20304,42.2,0,0
2004,1,21,22,30,-13.019,50.3778,157,21555,42.72,0,0
2004,1,21,22,45,-13.2003,50.3888,135,23040,40.45,0,0
2004,1,21,23,0,-13.1716,50.4336,148,24651,41.59,0,0
2004,1,21,23,15,-13.1106,50.4114,140,25614,41.98,0,0
2004,1,21,23,30,-13.0496,50.3893,149,25821,42.45,0,0
2004,1,21,23,45,-13.019,50.3778,141,25398,42.72,0,0
2004,1,22,2,45,-14.3208,50.4276,299,180,45.28,0,0
2004,1,22,3,0,-14.2305,50.4474,302,234,44.05,0,0
2004,1,22,3,15,-14.1691,50.4234,253,243,42.8,0,0
2004,1,22,3,30,-13.4355,50.1986,203,180,35.06,0,0
2004,1,22,3,45,-13.3744,50.1761,220,234,35,0,0
2004,1,22,4,0,-13.3151,50.2093,160,243,36.06,0,0
2004,1,22,4,15,-13.3744,50.1761,126,234,35,0,0
2004,1,22,4,30,-13.6171,50.2112,224,324,34.93,0,0
2004,1,22,4,45,-13.5254,50.1767,288,576,34.37,0,0
2004,1,22,5,0,-13.466,50.2096,283,738,35.13,0,0
2004,1,22,5,15,-13.3439,50.1648,315,738,35.01,0,0
2004,1,22,5,30,-13.2829,50.1428,317,765,35.13,0,0
2004,1,22,5,45,-13.1948,50.2204,335,846,37.48,0,0
2004,1,22,6,0,-13.1339,50.1984,362,900,37.85,0,0
2004,1,22,6,15,-13.0747,50.2323,323,882,39.29,0,0
2004,1,22,6,30,-12.985,50.2552,348,900,41.11,0,0
2004,1,22,6,45,-12.9546,50.2443,346,1026,41.44,0,0
2004,1,22,7,0,-12.8937,50.2227,323,1071,42.15,0,0
2004,1,22,7,15,-12.8633,50.212,289,9054,42.54,0,0
2004,1,22,7,30,-12.8633,50.212,271,1395,42.54,0,0
2004,1,22,7,45,-13.8027,50.3368,186,180,37.7,0,0
2004,1,22,8,0,-13.7414,50.3132,188,153,37,0,0
2004,1,22,8,15,-13.6802,50.2901,215,13455,36.4,0,0
2004,1,22,8,30,-13.6496,50.2787,217,162,36.14,0,0
2004,1,22,8,45,-13.6189,50.2667,204,162,35.9,0,0
2004,1,22,10,0,-12.9477,50.0222,150,4563,37.7,0,0
2004,1,22,10,15,-13.8239,50.0684,128,171,33.54,0,0
2004,1,22,10,30,-13.7933,50.057,128,675,33.11,0,0
2004,1,22,10,45,-13.346,49.2959,338,4419,19,0,0
2004,1,22,11,0,-13.3138,49.231,407,252,18.03,0,0
2004,1,22,11,15,-13.2513,49.1556,505,333,17.26,0,0
2004,1,22,11,30,-13.2208,49.1447,528,414,17.46,0,0
2004,1,22,11,45,-13.6908,48.7796,345,171,13.89,0,0
2004,1,22,12,0,-13.662,48.8221,442,324,13.6,0,1
2004,1,22,12,15,-13.6637,48.8757,584,6129,14.21,0,1
2004,1,22,12,30,-13.6028,48.8542,538,1089,12.73,0,1
2004,1,22,12,45,-13.0352,48.9748,381,10656,18.03,0,1
2004,1,22,13,0,-13.0335,48.9214,301,11961,17.2,0,1
2004,1,22,13,15,-12.8498,48.8063,249,13302,20.62,0,1
2004,1,22,13,30,-14.3559,47.9209,663,15138,37.7,0,1
2004,1,22,13,45,-14.3217,47.8054,650,36684,37.58,0,1
2004,1,22,14,0,-14.2589,47.7314,625,38745,36.24,1,1
2004,1,22,14,15,-14.286,47.6389,594,39609,38.08,1,1
2004,1,22,14,30,-14.2825,47.5353,581,38394,39.12,1,1
2004,1,22,16,0,-13.2613,48.5248,372,14544,5.39,1,0
2004,1,22,16,15,-13.2597,48.4722,382,13275,4.47,1,0
2004,1,22,16,30,-13.1382,48.4308,318,12141,7.21,1,0
2004,1,22,16,45,-13.0457,48.348,313,10098,9.49,1,0
2004,1,22,17,0,-13.3474,48.3974,311,8604,2.24,1,0
2004,1,22,17,15,-13.3745,48.3025,338,10269,2,0,0
2004,1,22,17,30,-13.0992,49.1025,477,11070,18.79,0,0
2004,1,22,17,45,-12.9457,48.9972,439,11052,20.62,0,0
2004,1,22,18,0,-13.1587,48.1258,399,10818,5.39,0,0
2004,1,22,18,15,-13.1267,48.0636,395,10287,6.71,0,0
2004,1,22,18,30,-13.0948,48.0015,401,9873,8.06,0,0
2004,1,22,18,45,-12.9706,47.8584,396,9729,12.53,0,0
2004,1,22,19,0,-12.9085,47.7872,370,8559,14.76,0,0
2004,1,22,19,15,-13.0285,48.7612,135,810,14.87,0,0
2004,1,22,19,30,-12.9964,48.6974,112,126,14.87,0,0
2004,1,22,19,45,-13.5271,50.2322,119,765,35.36,0,0
2004,1,22,20,15,-12.9312,50.4574,188,1422,45.54,0,0
2004,1,22,21,15,-13.8027,50.3368,297,4005,37.7,0,0
2004,1,22,21,30,-13.7702,50.269,294,4410,36.4,0,0
2004,1,22,21,45,-13.7702,50.269,256,4302,36.4,0,0
2004,1,22,22,0,-13.7395,50.2571,225,3717,36.06,0,0
2004,1,22,22,15,-12.6107,48.8326,163,4797,28.3,0,0
2004,1,22,22,30,-12.6076,48.7264,205,2331,27.29,0,0
2004,1,22,22,45,-12.6044,48.6207,200,1854,26.4,0,0
2004,1,22,23,0,-12.6012,48.5148,199,2268,25.63,0,0
2004,1,22,23,15,-12.5996,48.4622,220,6894,25.3,0,0
2004,1,22,23,30,-12.5964,48.357,225,10386,24.74,0,0
2004,1,22,23,45,-12.5933,48.2523,193,12204,24.33,0,0
2004,1,23,0,0,-13.2253,50.2315,490,13329,37.34,0,0
2004,1,23,0,15,-12.8937,50.2227,470,14508,42.15,0,0
2004,1,23,0,30,-14.075,50.331,494,15957,40.22,0,0
2004,1,23,0,45,-14.1345,50.2985,527,2871,40.61,0,0
2004,1,23,1,0,-12.5461,47.6725,135,3897,25.96,0,0
2004,1,23,1,15,-12.6049,47.6399,116,567,24.35,0,0
2004,1,23,1,30,-13.7664,50.1568,456,5652,34.54,0,0
2004,1,23,1,45,-13.2523,50.1314,432,6741,35.23,0,0
2004,1,23,2,0,-12.9189,50.0666,413,9207,39,0,0
2004,1,23,2,15,-12.9189,50.0666,396,34308,39,0,0
2004,1,23,2,30,-12.8598,50.1007,368,37107,40.72,0,0
2004,1,23,2,45,-12.799,50.0794,321,40419,41.59,0,0
2004,1,23,3,30,-13.2669,47.7501,913,459,10.05,0,0
2004,1,23,3,45,-13.2351,47.6889,925,1179,11.18,0,0
2004,1,23,4,0,-13.1744,47.6688,928,2061,11.7,0,0
2004,1,23,4,15,-13.1139,47.6492,898,2718,12.53,0,0
2004,1,23,4,30,-13.082,47.5878,870,3258,13.89,0,0
2004,1,23,4,45,-13.082,47.5878,815,3897,13.89,0,0
2004,1,23,5,0,-13.0805,47.5366,777,4581,14.76,0,0
2004,1,23,5,15,-12.5324,50.2066,100,1044,49.65,0,0
2004,1,23,5,30,-12.6791,50.092,99,64242,44.42,0,0
2004,1,23,5,45,-12.7095,50.1027,97,58788,43.91,0,0
2004,1,23,6,0,-14.5962,50.4829,393,54810,51.22,0,0
2004,1,23,6,15,-14.1632,48.4752,118,54414,28.07,0,0
2004,1,23,6,30,-14.1902,48.3805,148,52722,29.27,0,0
2004,1,23,6,45,-14.1884,48.3276,147,39771,29.43,0,0
2004,1,23,7,0,-14.2496,48.3499,139,39402,31.4,0,0
2004,1,23,7,15,-14.2784,48.3081,137,40257,32.56,0,0
2004,1,23,7,30,-13.149,47.8138,241,40878,9.43,0,0
2004,1,23,7,45,-13.1203,47.8556,226,41661,9.22,0,0
2004,1,23,8,0,-13.149,47.8138,195,40446,9.43,0,0
2004,1,23,8,15,-13.2064,47.7305,160,39051,10.44,0,0
2004,1,23,8,30,-13.2064,47.7305,143,35442,10.44,0,0
2004,1,23,8,45,-13.208,47.7822,148,31068,9.49,0,0
2004,1,23,9,0,-13.2383,47.7922,127,279,9.22,0,0
2004,1,23,9,15,-13.2113,47.886,109,225,7.62,0,0
2004,1,23,9,45,-13.4966,50.2212,250,3060,35.23,0,0
2004,1,23,10,0,-13.4391,50.3104,234,19017,37.05,0,0
2004,1,23,10,15,-13.4085,50.2989,209,17586,37.01,0,0
2004,1,23,10,30,-13.0534,47.6298,247,4176,13.6,0,0
2004,1,23,10,45,-13.0534,47.6298,241,3915,13.6,0,0
2004,1,23,11,0,-13.02,47.5171,230,6237,15.81,0,0
2004,1,23,11,15,-13.912,48.177,656,4176,20.88,0,0
2004,1,23,11,30,-13.9425,48.1875,580,4428,21.84,0,0
2004,1,23,11,45,-13.9138,48.2296,508,4374,20.62,0,0
2004,1,23,12,0,-13.912,48.177,443,3960,20.88,0,1
2004,1,23,12,15,-13.9442,48.2401,382,315,21.59,0,1
2004,1,23,12,30,-13.9155,48.2822,342,2025,20.4,0,1
2004,1,23,12,45,-13.0571,48.7178,149,5454,13.45,0,1
2004,1,23,13,0,-13.6637,48.8757,134,234,14.21,0,0
2004,1,23,13,15,-12.8482,48.7535,94,2160,20,0,0
2004,1,23,13,30,-14.5773,48.2092,520,3672,43.17,0,0
2004,1,23,13,45,-14.5467,48.198,460,5373,42.2,0,0
2004,1,23,14,0,-14.2496,50.1218,179,1377,40.31,1,0
2004,1,23,14,15,-14.2496,50.1218,441,10926,40.31,1,0
2004,1,23,14,30,-14.2785,50.0785,399,13347,40.36,1,0
2004,1,23,14,45,-14.3092,50.0903,337,15957,41.11,1,0
2004,1,23,15,0,-14.2785,50.0785,267,27657,40.36,0,0
2004,1,23,15,15,-14.2803,50.1339,234,30159,41.04,0,0
2004,1,23,15,30,-14.2515,50.178,225,30681,41.01,0,0
2004,1,23,15,45,-14.1939,50.2662,212,32949,41.11,0,0
2004,1,23,16,0,-14.1345,50.2985,188,34353,40.61,0,0
2004,1,23,16,15,-14.075,50.331,158,35532,40.22,0,0
2004,1,23,16,30,-13.9847,50.3511,127,36657,39.45,0,0
2004,1,23,16,45,-13.9829,50.295,98,38259,38.59,0,0
2004,1,23,17,45,-13.4184,48.7366,105,35784,8.54,0,0
2004,1,23,18,0,-13.3289,48.7583,103,34551,9,0,0
2004,1,23,18,15,-13.3592,48.7686,101,32886,9.06,0,0
2004,1,23,18,30,-13.2411,48.8336,99,30366,11.4,0,0
2004,1,23,18,45,-13.1516,48.8556,98,26856,13.42,0,0
2004,1,23,19,0,-13.0925,48.8882,92,22086,15.26,0,0
2004,1,23,19,30,-12.9007,48.5084,148,11178,15.65,0,0
2004,1,23,19,45,-12.7524,48.5641,134,8901,21.02,0,0
2004,1,23,20,0,-12.6346,48.6303,126,5688,25.5,0,0
2004,1,23,20,45,-13.9845,47.6353,93,1899,28.6,0,0
2004,1,23,21,0,-14.6439,47.5112,136,1170,51,0,0
2004,1,23,22,30,-14.8398,49.6426,105,50823,51.24,0,0
2004,1,23,22,45,-14.9035,49.7227,88,51498,53.45,0,0
2004,1,24,2,15,-12.7483,49.4106,103,12546,32.02,0,0
2004,1,24,6,30,-12.6665,48.6932,176,19854,25.06,0,0
2004,1,24,6,45,-12.5439,48.6009,145,16155,28.23,0,0
2004,1,24,7,0,-12.9531,48.265,162,11961,12.17,0,0
2004,1,24,7,15,-12.8002,48.1635,192,6777,17.03,0,1
2004,1,24,7,30,-12.7365,48.0398,185,6201,19.03,0,1
2004,1,24,7,45,-12.6141,47.9492,161,4914,23.09,0,0
2004,1,24,8,0,-13.6008,47.8624,136,34830,14.14,0,0
2004,1,24,8,15,-13.4489,47.8107,148,630,11.18,0,0
2004,1,24,8,30,-13.3866,47.739,130,3492,11.4,0,0
2004,1,24,8,45,-13.3244,47.6672,123,20223,12.04,0,0
2004,1,24,9,0,-13.3211,47.5641,106,1674,14.04,0,0
2004,1,24,9,15,-12.5341,50.2623,154,2025,50.48,1,0
2004,1,24,10,30,-13.1029,48.2627,200,20079,7.07,0,0
2004,1,24,10,45,-13.044,48.2953,197,19665,9.22,0,0
2004,1,24,11,0,-13.3845,48.6194,310,21096,6.32,0,0
2004,1,24,11,15,-13.2664,48.6842,315,22581,8.25,0,0
2004,1,24,11,30,-13.0538,48.6117,282,1386,12.04,0,0
2004,1,24,11,45,-12.9628,48.5811,275,999,14.42,0,0
2004,1,24,12,0,-13.268,48.7371,284,774,9.22,0,0
2004,1,24,12,15,-13.2697,48.7904,320,522,10.2,0,0
2004,1,24,12,30,-13.1195,48.7919,265,432,13.04,0,0
2004,1,24,12,45,-12.9088,48.7734,218,648,18.44,0,0
2004,1,24,13,15,-14.8667,49.5443,293,1386,51.66,0,0
2004,1,24,13,30,-14.9265,49.5143,238,1152,53.37,0,1
2004,1,24,14,15,-14.9363,49.7906,256,27819,54.71,0,1
2004,1,24,14,30,-14.8149,49.7963,236,30861,51.26,0,1
2004,1,24,14,45,-14.6917,49.7474,190,75258,47.54,0,1
2004,1,24,15,0,-14.417,47.9428,179,79092,39.56,0,1
2004,1,24,15,15,-13.0925,48.8882,177,82539,15.26,0,1
2004,1,24,15,30,-13.0318,48.8677,168,85266,16.4,1,1
2004,1,24,15,45,-13.1719,48.5466,330,83115,7.81,1,1
2004,1,24,16,0,-13.1111,48.526,441,40509,9.22,1,0
2004,1,24,16,15,-13.0809,48.516,453,38844,10,1,1
2004,1,24,16,30,-13.1128,48.579,466,4212,9.9,1,1
2004,1,24,16,45,-13.1128,48.579,471,32481,9.9,1,1
2004,1,24,17,0,-13.1128,48.579,439,30105,9.9,1,1
2004,1,24,17,15,-12.9932,48.5915,403,26829,13.6,1,1
2004,1,24,17,30,-12.7811,48.5212,341,23670,19.7,1,1
2004,1,24,17,45,-13.4627,49.1769,310,20430,16.49,1,0
2004,1,24,18,0,-13.2513,49.1556,266,16614,17.26,0,0
2004,1,24,18,15,-13.1886,49.0802,227,18342,16.76,1,0
2004,1,24,18,30,-13.0672,49.0387,187,19791,18.36,1,0
2004,1,24,18,45,-12.9244,48.3078,163,20988,13.34,1,0
2004,1,24,19,0,-12.9531,48.265,148,21339,12.17,1,0
2004,1,24,19,15,-13.2563,48.3664,162,20997,2.83,1,0
2004,1,24,19,30,-13.1652,48.3354,188,21276,5.39,1,0
2004,1,24,19,45,-12.8449,48.6471,234,21600,18.87,0,0
2004,1,24,20,0,-12.7909,48.8398,248,21015,22.8,0,0
2004,1,24,20,15,-12.7,48.8093,248,18252,25.24,0,0
2004,1,24,20,30,-13.4672,48.3859,108,16209,5.1,0,0
2004,1,24,20,45,-12.5773,48.7165,239,14985,28.18,0,0
2004,1,24,21,0,-14.2606,47.7834,112,12420,35.78,0,0
2004,1,24,21,15,-12.622,48.2096,284,10665,23.19,0,0
2004,1,24,21,30,-12.684,48.2815,269,10089,21.38,0,0
2004,1,24,21,45,-14.2014,47.8139,216,15615,33.54,0,0
2004,1,24,22,0,-14.0506,47.8121,181,9063,28.65,0,0
2004,1,24,22,15,-12.9948,48.6443,218,8136,14.21,0,0
2004,1,24,22,30,-12.9981,48.7508,201,5796,15.56,0,1
2004,1,24,22,45,-13.4352,48.3232,126,5022,4,0,1
2004,1,24,23,0,-13.3374,49.0259,193,4626,14,0,1
2004,1,24,23,15,-13.2783,49.0585,248,4068,15.13,0,1
2004,1,24,23,30,-13.1599,49.1234,214,3555,18.03,0,1
2004,1,24,23,45,-12.917,49.0406,177,3123,22.02,0,1
2004,1,25,0,0,-13.9781,49.2568,154,981,25.24,0,1
2004,1,25,0,15,-13.1599,49.1234,128,2070,18.03,0,1
2004,1,25,0,30,-13.0705,49.1459,120,765,20.12,1,1
2004,1,25,0,45,-13.0453,49.298,98,2538,23.26,1,1
2004,1,25,1,0,-14.061,48.1257,281,11853,26.25,1,1
2004,1,25,1,15,-14.1185,48.0425,231,11871,28.79,1,1
2004,1,25,2,0,-13.3745,48.3025,219,11817,2,1,1
2004,1,25,2,15,-13.6262,47.7171,193,1143,17.03,1,1
2004,1,25,2,30,-13.5975,47.7587,210,12591,15.62,1,1
2004,1,25,2,45,-13.476,47.7177,224,27810,13.42,1,1
2004,1,25,3,0,-14.054,47.9164,322,26604,27.73,1,1
2004,1,25,3,15,-14.115,47.9379,349,25110,29.55,1,0
2004,1,25,3,30,-14.0253,47.958,301,16461,26.4,1,0
2004,1,25,3,45,-13.2448,48.0001,273,17154,5.39,1,0
2004,1,25,4,0,-13.1858,48.0319,286,19062,5.66,1,0
2004,1,25,4,15,-13.1858,48.0319,270,20907,5.66,1,0
2004,1,25,4,30,-13.3509,48.5034,239,20718,4.12,1,0
2004,1,25,4,45,-13.3558,48.662,219,21645,7.07,1,0
2004,1,25,5,0,-13.2056,48.6632,196,21834,8.94,1,0
2004,1,25,5,15,-13.5741,48.8968,192,20781,12.81,0,0
2004,1,25,5,30,-13.4218,48.8435,189,18954,10.44,0,0
2004,1,25,5,45,-13.9304,47.8217,235,1242,24.7,0,0
2004,1,25,6,0,-13.4505,48.8005,210,1737,9.85,0,0
2004,1,25,6,15,-13.2697,48.7904,201,17046,10.2,0,0
2004,1,25,6,30,-13.1195,48.7919,191,3285,13.04,0,0
2004,1,25,6,45,-12.9678,48.7406,184,3690,16.28,0,0
2004,1,25,7,0,-13.0302,48.8145,182,17838,15.62,0,0
2004,1,25,7,15,-13.3053,48.9617,183,18711,13.04,0,0
2004,1,25,7,30,-13.2016,47.576,132,22077,13.34,0,0
2004,1,25,7,45,-13.3036,48.9082,302,6120,12.04,0,0
2004,1,25,8,0,-13.3965,48.9936,303,22788,13.15,0,0
2004,1,25,8,15,-13.4304,49.1118,251,8145,15.3,0,0
2004,1,25,8,30,-13.8493,48.103,207,11115,19.31,0,0
2004,1,25,8,45,-13.8189,48.0923,213,23148,18.38,0,0
2004,1,25,9,0,-13.7579,48.0709,190,22680,16.55,0,0
2004,1,25,9,15,-13.6363,48.0293,166,13077,13.04,0,0
2004,1,25,9,30,-13.5738,47.9561,148,14436,12.04,0,0
2004,1,25,9,45,-13.481,47.8733,144,15894,10.82,0,0
2004,1,25,10,0,-13.3596,47.8326,128,17739,9.22,0,0
2004,1,25,10,15,-13.3982,48.1031,87,19431,5,0,0
2004,1,25,11,0,-13.0975,49.049,209,19053,17.89,0,0
2004,1,25,11,15,-13.0368,49.0283,178,13338,18.87,0,0
2004,1,25,11,30,-12.9473,49.0507,163,603,21.4,0,0
2004,1,25,11,45,-12.8884,49.0842,152,2250,23.43,0,0
2004,1,25,12,0,-12.799,49.1071,131,3141,26.17,0,0
2004,1,25,12,15,-12.7097,49.1304,114,513,29,0,0
2004,1,25,12,30,-13.3592,48.7686,159,1089,9.06,0,0
2004,1,25,12,45,-13.1465,48.6954,184,333,10.82,0,0
2004,1,25,13,0,-13.0571,48.7178,185,2376,13.45,0,0
2004,1,25,13,15,-12.9981,48.7508,171,3222,15.56,0,0
2004,1,25,13,30,-13.562,48.5236,105,3681,8.54,0,0
2004,1,25,13,45,-13.1853,48.9732,187,3861,14.87,0,0
2004,1,25,14,0,-13.2174,49.0371,283,2628,15.52,0,1
2004,1,25,14,15,-13.5281,48.4073,108,3582,7.07,0,1
2004,1,25,14,30,-13.0352,48.9748,171,3186,18.03,0,1
2004,1,25,14,45,-13.0959,48.9955,159,2682,17,0,1
2004,1,25,15,0,-12.9743,48.9536,160,2007,19.21,0,1
2004,1,25,15,15,-13.5333,48.5664,125,4185,8.06,0,1
2004,1,25,15,30,-13.442,48.5344,112,486,5.66,0,1
2004,1,25,15,45,-12.7335,48.926,126,216,25.61,0,1
2004,1,25,16,0,-12.7335,48.926,101,279,25.61,1,1
2004,1,25,16,15,-12.8851,48.977,95,11808,21.93,1,1
2004,1,25,16,30,-13.5012,48.5027,172,225,6.71,1,1
2004,1,25,16,45,-12.7941,48.9462,106,14598,24.08,1,1
2004,1,25,17,0,-12.7048,48.9692,109,15489,27.02,1,1
2004,1,25,17,15,-14.4872,48.2283,288,17127,40.02,1,1
2004,1,25,17,30,-14.5178,48.2394,276,18135,41,1,1
2004,1,25,17,45,-14.3936,48.1418,247,18450,37.36,1,1
2004,1,25,18,0,-14.516,48.1866,231,18495,41.23,1,1
2004,1,25,18,15,-14.5467,48.198,206,18108,42.2,1,1
2004,1,25,18,30,-13.334,48.9188,218,17622,12,1,1
2004,1,25,18,45,-13.3627,48.8758,221,1062,11.05,1,0
2004,1,25,19,0,-13.2107,48.8233,215,15102,11.7,1,0
2004,1,25,19,15,-13.1482,48.7486,221,12546,11.66,1,0
2004,1,25,19,30,-13.0875,48.7282,219,2520,12.81,1,0
2004,1,25,19,45,-13.0875,48.7282,216,12168,12.81,1,0
2004,1,25,20,0,-13.1769,48.7058,207,13050,10.3,1,0
2004,1,25,20,15,-13.209,48.7697,219,3924,10.77,1,0
2004,1,25,20,30,-13.2107,48.8233,219,3474,11.7,1,0
2004,1,25,20,45,-13.1195,48.7919,203,1719,13.04,0,0
2004,1,25,21,0,-13.1212,48.8451,196,1611,13.89,0,0
2004,1,25,21,15,-13.1836,48.9194,211,18666,13.93,0,0
2004,1,25,21,30,-13.2462,48.9943,229,19701,14.32,0,0
2004,1,25,21,45,-13.2496,49.1019,292,20115,16.28,0,0
2004,1,25,22,0,-13.2496,49.1019,301,19548,16.28,0,0
2004,1,25,22,15,-13.2208,49.1447,339,18513,17.46,0,0
2004,1,25,22,30,-13.1903,49.1339,320,17721,17.72,0,0
2004,1,25,22,45,-13.1026,49.2106,282,16398,20.62,0,0
2004,1,25,23,0,-13.0435,49.2437,233,15426,22.36,0,0
2004,1,25,23,15,-13.0453,49.298,198,14337,23.26,0,0
2004,1,25,23,30,-13.0148,49.2873,184,13257,23.71,0,0
2004,1,25,23,45,-13.0148,49.2873,163,11799,23.71,0,0
2004,1,26,0,0,-13.0148,49.2873,140,10791,23.71,0,0
2004,1,26,0,15,-13.8696,47.8008,138,10197,23.02,0,0
2004,1,26,0,30,-13.0435,49.2437,122,10494,22.36,0,0
2004,1,26,0,45,-13.0688,49.0923,112,10503,19.24,0,0
2004,1,26,1,0,-13.0131,49.2332,100,10656,22.83,0,0
2004,1,26,1,15,-12.5863,50.0052,153,10314,45.22,0,0
2004,1,26,1,30,-12.5576,50.0501,139,9261,46.62,0,0
2004,1,26,2,0,-12.9827,49.2227,170,4797,23.32,0,0
2004,1,26,2,15,-12.9524,49.2125,192,4095,23.85,0,0
2004,1,26,2,30,-12.9524,49.2125,379,576,23.85,0,0
2004,1,26,2,45,-12.9221,49.2022,364,846,24.41,0,0
2004,1,26,3,0,-12.9221,49.2022,301,16137,24.41,0,0
2004,1,26,3,15,-12.9237,49.2562,279,16857,25.24,0,0
2004,1,26,3,30,-12.8631,49.2356,239,24381,26.4,0,0
2004,1,26,3,45,-12.8327,49.2254,180,1269,27.02,0,1
2004,1,26,4,0,-12.8327,49.2254,135,1557,27.02,0,1
2004,1,26,4,30,-14.6762,47.5739,326,25479,51.43,0,1
2004,1,26,4,45,-14.6781,47.6259,272,10107,50.99,0,1
2004,1,26,5,0,-14.4404,47.745,245,12375,42.05,0,1
2004,1,26,5,15,-14.4387,47.6932,207,15246,42.49,0,0
2004,1,26,5,30,-14.5358,47.8826,184,19035,44.01,0,0
2004,1,26,6,30,-13.5467,48.0501,179,34614,10,1,0
2004,1,26,6,45,-13.4556,48.019,177,39024,7.81,1,0
2004,1,26,7,0,-13.3341,47.9781,182,43371,6.08,1,0
2004,1,26,7,15,-13.2432,47.948,171,47322,6.32,0,0
